identifier,title,date,creator,venue,url
ajc02647_ais_2000-09-15,Adventures In Stereo Live in Empty Bottle 2000-09-15,9/15/00,Adventures In Stereo,N/A,https://archive.org/details/ajc02647_ais_2000-09-15
ajc02648_aereogramme_2001-12-08,Aereogramme Live at Empty Bottle 2001-12-08,12/8/01,Aereogramme,Empty Bottle 2001-12-08,https://archive.org/details/ajc02648_aereogramme_2001-12-08
ajc02649_the-afflictions-2004-09-05,The Afflictions Live at Schubas Tavern 2004-09-05,9/4/04,The Afflictions,Schubas Tavern 2004-09-05,https://archive.org/details/ajc02649_the-afflictions-2004-09-05
ajc02650_theairbornetoxicevent2009-02-28,The Airborne Toxic Event Live at Schubas Tavern 2009-02-28 (Late show),2/28/09,The Airborne Toxic Event,Schubas Tavern 2009-02-28 (Late show),https://archive.org/details/ajc02650_theairbornetoxicevent2009-02-28
ajc02651_theairbornetoxicevent2009-02-28,The Airborne Toxic Event Live at Schubas Tavern 2009-02-28 (Early show),2/28/09,The Airborne Toxic Event,Schubas Tavern 2009-02-28 (Early show),https://archive.org/details/ajc02651_theairbornetoxicevent2009-02-28
ajc02652_asteroid-4-1998-10-27,The Asteroid #4 Live at Empty Bottle 1998-10-27,10/27/98,The Asteroid #4,Empty Bottle 1998-10-27,https://archive.org/details/ajc02652_asteroid-4-1998-10-27
ajc02653_asher-2002-11-02,Asher Live at Beat Kitchen 2002-11-02,11/2/02,Asher,Beat Kitchen 2002-11-02,https://archive.org/details/ajc02653_asher-2002-11-02
ajc02654_ashley-park-2000-10-16,Ashley Park Live at Schubas Tavern 2000-10-16,10/16/00,Ashley Park,Schubas Tavern 2000-10-16,https://archive.org/details/ajc02654_ashley-park-2000-10-16
ajc02655_ashtray_boy_2000-01-23,Ashtray Boy Live at Empty Bottle 2000-01-23,1/23/00,Ashtray Boy,Empty Bottle 2000-01-23,https://archive.org/details/ajc02655_ashtray_boy_2000-01-23
ajc02656_das-sporten-2000-01-23,Das Sporten Live at Empty Bottle 2000-01-23,1/23/00,Das Sporten,Empty Bottle 2000-01-23,https://archive.org/details/ajc02656_das-sporten-2000-01-23
ajc02657_salome-2000-01-23,Salome Live at Empty Bottle 2000-01-23,1/23/00,Salome,Empty Bottle 2000-01-23,https://archive.org/details/ajc02657_salome-2000-01-23
ajc02658_ashtray_boy_1997-10-07,Ashtray Boy Live at Lounge Ax 1997-10-07,10/7/97,Ashtray Boy,Lounge Ax 1997-10-07,https://archive.org/details/ajc02658_ashtray_boy_1997-10-07
ajc02659_ashtray_boy_1997-09-23,Ashtray Boy Live at Ida Noyes Hall - University of Chicago 1997-09-23,9/23/97,Ashtray Boy,Ida Noyes Hall - University of Chicago 1997-09-23,https://archive.org/details/ajc02659_ashtray_boy_1997-09-23
ajc0265_friendofgamelan2015-05-30,Friends of the Gamelan Live at Wire 2015-05-30,5/30/15,Friends of the Gamelan,Wire 2015-05-30,https://archive.org/details/ajc0265_friendofgamelan2015-05-30
ajc02660_ashtray_boy_2011-09-25,Ashtray Boy Live at Quenchers Saloon 2011-09-25,9/25/11,Ashtray Boy,Quenchers Saloon 2011-09-25,https://archive.org/details/ajc02660_ashtray_boy_2011-09-25
ajc02661_whitebirds2011-09-25,White Birds Live at Schubas Tavern 2011-09-25,9/25/11,Aadam Jacobs;AJC Project,Schubas Tavern 2011-09-25,https://archive.org/details/ajc02661_whitebirds2011-09-25
ajc02663_ashtray_boy_1999-12-22,Ashtray Boy Live at Lounge Ax 1999-12-22,12/22/99,Ashtray Boy,Lounge Ax 1999-12-22,https://archive.org/details/ajc02663_ashtray_boy_1999-12-22
ajc02664_ashtray_boy_2002-12-22,Ashtray Boy Live at Empty Bottle 2002-12-22,12/22/02,Ashtray Boy,Empty Bottle 2002-12-22,https://archive.org/details/ajc02664_ashtray_boy_2002-12-22
ajc02665_ashtray_boy_2007-07-17,Ashtray Boy Live at Schubas Tavern 2007-07-17,7/17/07,Ashtray Boy,Schubas Tavern 2007-07-17,https://archive.org/details/ajc02665_ashtray_boy_2007-07-17
ajc02666_art-loinz-and-the-wett-dixxx-2000-05-06,Art Loinz and the Wett Dixxx Live at Fireside Bowl 2000-05-06,5/6/00,Art Loinz and the Wett Dixxx,Fireside Bowl 2000-05-06,https://archive.org/details/ajc02666_art-loinz-and-the-wett-dixxx-2000-05-06
ajc02667_rem1987-11-04.aud,R.E.M. Live at Circle Pavilion - University of Illinois at Chicago 1987-11-04,11/4/87,R.E.M.,Circle Pavilion - University of Illinois at Chicago 1987-11-04,https://archive.org/details/ajc02667_rem1987-11-04.aud
ajc02668_rem1986-10-19.aud.flac24,R.E.M. Live at UIC Pavilion 1986-10-19,10/19/86,R.E.M.,UIC Pavilion 1986-10-19,https://archive.org/details/ajc02668_rem1986-10-19.aud.flac24
ajc02672_rem1987-11-05.sdchk.aud,R.E.M. Live at UIC Pavilion - University of Illinois at Chicago 1987-11-05 (Soundcheck),11/5/87,R.E.M.,UIC Pavilion - University of Illinois at Chicago 1987-11-05 (Soundcheck),https://archive.org/details/ajc02672_rem1987-11-05.sdchk.aud
ajc02673_thegoodlife2003-03-07,The Good Life Live at Schubas Tavern 2003-03-07,3/27/03,The Good Life,Schubas Tavern 2003-03-07,https://archive.org/details/ajc02673_thegoodlife2003-03-07
ajc02674_thegoodlife2001-11-16,The Good Life Live at Metro 2001-11-16,11/16/01,The Good Life,Metro 2001-11-16,https://archive.org/details/ajc02674_thegoodlife2001-11-16
ajc02675_gybe2001-10-02.ajcproject,Godspeed You! Black Emperor Live at Centrum Hall on 2001-10-02,10/2/01,Godspeed You! Black Emperor,Centrum Hall,https://archive.org/details/ajc02675_gybe2001-10-02.ajcproject
ajc02676_gybe1999-09-16.ajcproject,Godspeed You! Black Emperor Live at Lounge Ax on 1999-09-16,9/16/99,Godspeed You! Black Emperor,Lounge Ax,https://archive.org/details/ajc02676_gybe1999-09-16.ajcproject
ajc02677_slr2000-07-29.ajcproject,Split Lip Rayfield Live at Taste of Lincoln Avenue on 2000-07-29,7/29/00,Split Lip Rayfield,Taste of Lincoln Avenue,https://archive.org/details/ajc02677_slr2000-07-29.ajcproject
ajc02678_bettieserveert2003-04-04,Bettie Serveert Live at Abbey Pub 2003-04-04,4/4/03,Bettie Serveert,Abbey Pub 2003-04-04,https://archive.org/details/ajc02678_bettieserveert2003-04-04
ajc02679_cordero2003-02-13,Cordero Live at Abbey Pub 2003-02-13,2/13/03,Cordero,Abbey Pub 2003-02-13,https://archive.org/details/ajc02679_cordero2003-02-13
ajc02680_thea-bones1992-05-28,The A-Bones Live at Lounge Ax 1992-05-28,5/28/92,The A-Bones,Lounge Ax 1992-05-28,https://archive.org/details/ajc02680_thea-bones1992-05-28
ajc02681_acertain-ratio-1984-08-17,A Certain Ratio Live at Hammersmith Town Hall 1984-08-17,8/17/84,A Certain Ratio,Hammersmith Town Hall 1984-08-17,https://archive.org/details/ajc02681_acertain-ratio-1984-08-17
ajc02682_genesis-p-orridge-1984-08-18,Genesis P-Orridge Live at BBC Interview 1984-08-18,8/18/84,Genesis P-Orridge,BBC Interview 1984-08-18,https://archive.org/details/ajc02682_genesis-p-orridge-1984-08-18
ajc02686_acertain-ratio-1985-08-06,A Certain Ratio Live at Bismarck Theatre 1985-08-06,8/6/85,A Certain Ratio,Bismarck Theatre 1985-08-06,https://archive.org/details/ajc02686_acertain-ratio-1985-08-06
ajc02687_terminal-white-1985-08-31,Terminal White Live at Cabaret Metro 1985-08-31,8/31/85,Terminal White,Cabaret Metro 1985-08-31,https://archive.org/details/ajc02687_terminal-white-1985-08-31
ajc02688_acid-king-1996-06-16,Acid King Live at Quaker Goes Deaf 1996-06-16,6/16/96,Acid King,Quaker Goes Deaf 1996-06-16,https://archive.org/details/ajc02688_acid-king-1996-06-16
ajc02689_acoustipalooza_1994-03-24,Acoustipalooza Live at Thurston's 1994-03-24,3/24/94,Acoustipalooza,Thurston's 1994-03-24,https://archive.org/details/ajc02689_acoustipalooza_1994-03-24
ajc02690_actionfamily1993-04-29,Action Family Live at Lounge Ax 1993-04-29,4/29/93,Action Family,Lounge Ax 1993-04-29,https://archive.org/details/ajc02690_actionfamily1993-04-29
ajc02691_adam-jack-1994-12-28,Adamjack Live at Lounge Ax 1994-12-28,12/28/94,Adamjack,Lounge Ax 1994-12-28,https://archive.org/details/ajc02691_adam-jack-1994-12-28
ajc02692_hasiladkins1995-06-01,Hasil Adkins Live at Lounge Ax 1995-06-01,6/1/95,Hasil Adkins,Lounge Ax 1995-06-01,https://archive.org/details/ajc02692_hasiladkins1995-06-01
ajc02693_adrenalin-od-1989-10-20,Adrenalin O.D. Live at Dreamerz 1989-10-20,10/20/89,Adrenalin O.D.,Dreamerz 1989-10-20,https://archive.org/details/ajc02693_adrenalin-od-1989-10-20
ajc02694_afghan-whigs-1989-07-19,The Afghan Whigs Live at Cabaret Metro 1989-07-19,7/19/89,The Afghan Whigs,Cabaret Metro 1989-07-19,https://archive.org/details/ajc02694_afghan-whigs-1989-07-19
ajc02697_afghanwhigs1989-06-07,The Afghan Whigs Live at Cabaret Metro 1989-06-07,6/7/89,The Afghan Whigs,Cabaret Metro 1989-06-07,https://archive.org/details/ajc02697_afghanwhigs1989-06-07
ajc02698_afghan-whigs_1989-10-18,The Afghan Whigs Live at Cabaret Metro 1989-10-18,10/18/89,The Afghan Whigs,Cabaret Metro 1989-10-18,https://archive.org/details/ajc02698_afghan-whigs_1989-10-18
ajc02699_afghanwhigs1992-02-28,The Afghan Whigs Live at Lounge Ax 1992-02-28,2/28/92,The Afghan Whigs,Lounge Ax 1992-02-28,https://archive.org/details/ajc02699_afghanwhigs1992-02-28
ajc02700_brokeback2011-09-30,Brokeback Live at Hideout 2011-09-30,9/30/11,Brokeback,Hideout 2011-09-30,https://archive.org/details/ajc02700_brokeback2011-09-30
ajc02701_coins-2011-09-30,Coins Live at Hideout 2011-09-30,9/30/11,Coins,Hideout 2011-09-30,https://archive.org/details/ajc02701_coins-2011-09-30
ajc02702_joan-of-arc-2011-09-30,Joan of Arc Live at Hideout 2011-09-30,9/30/11,Joan of Arc,Hideout 2011-09-30,https://archive.org/details/ajc02702_joan-of-arc-2011-09-30
ajc02703_ashtray_boy_2011-10-11,Ashtray Boy Live at Empty Bottle 2011-10-11,10/11/11,Ashtray Boy,Empty Bottle 2011-10-11,https://archive.org/details/ajc02703_ashtray_boy_2011-10-11
ajc02704_colonypark2011-10-11,Colony Park Live at Empty Bottle 2011-10-11,10/11/11,Colony Park,Empty Bottle 2011-10-11,https://archive.org/details/ajc02704_colonypark2011-10-11
ajc02705_glenn-jones-2011-10-16,Glenn Jones Live at Hideout 2011-10-16,10/16/11,Glenn Jones,Hideout 2011-10-16,https://archive.org/details/ajc02705_glenn-jones-2011-10-16
ajc02706_bigcolour-2011-10-18,BIGCOLOUR Live at Empty Bottle 2011-10-18,10/18/11,BIGCOLOUR,Empty Bottle 2011-10-18,https://archive.org/details/ajc02706_bigcolour-2011-10-18
ajc02707_renderers_2011-10-18,The Renderers Live at Empty Bottle 2011-10-18,10/18/11,The Renderers,Empty Bottle 2011-10-18,https://archive.org/details/ajc02707_renderers_2011-10-18
ajc02708_occidental-2011-10-28,Occidental Brothers Dance Band International Live at Schubas Tavern 2011-10-28,10/28/11,Occidental Brothers Dance Band International,Schubas Tavern 2011-10-28,https://archive.org/details/ajc02708_occidental-2011-10-28
ajc02709_super-vitesse-2011-10-28,Super-Vitesse Live at Schubas Tavern 2011-10-28,10/28/11,Super-Vitesse,Schubas Tavern 2011-10-28,https://archive.org/details/ajc02709_super-vitesse-2011-10-28
ajc02710_coffinpricks2011-10-29,Coffin Pricks Live at Empty Bottle 2011-10-29,10/29/11,Coffin Pricks,Empty Bottle 2011-10-29,https://archive.org/details/ajc02710_coffinpricks2011-10-29
ajc02711_football2011-10-29,Football Live at Empty Bottle 2011-10-29,10/29/11,Football,Empty Bottle 2011-10-29,https://archive.org/details/ajc02711_football2011-10-29
ajc02712_mannequinmen2011-10-29,Mannequin Men Live at Empty Bottle 2011-10-29,10/29/11,Mannequin Men,Empty Bottle 2011-10-29,https://archive.org/details/ajc02712_mannequinmen2011-10-29
ajc02713_outerminds2011-10-29,Outer Minds Live at Empty Bottle 2011-10-29,10/29/11,Outer Minds,Empty Bottle 2011-10-29,https://archive.org/details/ajc02713_outerminds2011-10-29
ajc02714_mazes_2011-10-30,Mazes Live at Schubas Tavern 2011-10-30,10/30/11,Mazes,Schubas Tavern 2011-10-30,https://archive.org/details/ajc02714_mazes_2011-10-30
ajc02715_sebadoh-2011-10-30,Sebadoh Live at Schubas Tavern 2011-10-30,10/30/11,Sebadoh,Schubas Tavern 2011-10-30,https://archive.org/details/ajc02715_sebadoh-2011-10-30
ajc02716_johnspeople2011-11-01,John's People Live at Hideout 2011-11-01,11/1/11,John's People,Hideout 2011-11-01,https://archive.org/details/ajc02716_johnspeople2011-11-01
ajc02717_can-ky-ree-2011-11-08,Can.Ky.Ree Live at Hideout 2011-11-08,11/8/11,Can.Ky.Ree,Hideout 2011-11-08,https://archive.org/details/ajc02717_can-ky-ree-2011-11-08
ajc02718_cloudbirds-2011-11-08,Cloudbirds Live at Hideout 2011-11-08,11/8/11,Cloudbirds,Hideout 2011-11-08,https://archive.org/details/ajc02718_cloudbirds-2011-11-08
ajc02719_bone-and-bell-2011-11-10,Bone & Bell Live at Bottom Lounge 2011-11-10,11/10/11,Bone & Bell,Bottom Lounge 2011-11-10,https://archive.org/details/ajc02719_bone-and-bell-2011-11-10
ajc02720_madeline2011-11-10.ajcproject,Madeline Live at Bottom Lounge on 2011-11-10,11/10/11,Madeline,Bottom Lounge,https://archive.org/details/ajc02720_madeline2011-11-10.ajcproject
ajc02721_city-center-2011-11-25,City Center Live at Schubas Tavern 2011-11-25,11/25/11,City Center,Schubas Tavern 2011-11-25,https://archive.org/details/ajc02721_city-center-2011-11-25
ajc02722_nomo_2011-11-25,NOMO Live at Schubas Tavern 2011-11-25,11/25/11,NOMO,Schubas Tavern 2011-11-25,https://archive.org/details/ajc02722_nomo_2011-11-25
ajc02723_wildbelle2011-11-25,Wild Belle Live at Schubas Tavern 2011-11-25,11/25/11,Wild Belle,Schubas Tavern 2011-11-25,https://archive.org/details/ajc02723_wildbelle2011-11-25
ajc02724_cairogang2011-12-03,Cairo Gang Live at Empty Bottle 2011-12-03,12/3/11,Cairo Gang,Empty Bottle 2011-12-03,https://archive.org/details/ajc02724_cairogang2011-12-03
ajc02725_canasta_2011-12-03,Canasta Live at The Horseshoe 2011-12-03,12/3/11,Canasta,The Horseshoe 2011-12-03,https://archive.org/details/ajc02725_canasta_2011-12-03
ajc02726_coffinpricks2011-12-03,Coffin Pricks Live at Empty Bottle 2011-12-03,12/3/11,Coffin Pricks,Empty Bottle 2011-12-03,https://archive.org/details/ajc02726_coffinpricks2011-12-03
ajc02727_erinmckeown2011-12-08.ajcproject,Erin McKeown's Fuck That! Anti-Holiday Show Live at Schubas Tavern on 2011-12-08,12/8/11,Erin McKeown,Schubas Tavern,https://archive.org/details/ajc02727_erinmckeown2011-12-08.ajcproject
ajc02728_flatfive2011-12-18,The Flat Five Live at Hideout (Early Show) 2011-12-18,12/18/11,The Flat Five,Hideout (Early Show) 2011-12-18,https://archive.org/details/ajc02728_flatfive2011-12-18
ajc02729_flatfive2011-12-18,The Flat Five Live at Hideout (Late Show) 2011-12-18,12/18/11,The Flat Five,Hideout (Late Show) 2011-12-18,https://archive.org/details/ajc02729_flatfive2011-12-18
ajc02730_advancebase2012-01-17,Advance Base Live at Empty Bottle 2012-01-17,1/17/12,Advance Base,Empty Bottle 2012-01-17,https://archive.org/details/ajc02730_advancebase2012-01-17
ajc02731_panda_riot_2012-01-17,Panda Riot Live at Empty Bottle 2012-01-17,1/17/12,Panda Riot,Empty Bottle 2012-01-17,https://archive.org/details/ajc02731_panda_riot_2012-01-17
ajc02732_hit-back-2012-01-17,Hit Back Live at Empty Bottle 2012-01-17,1/17/12,Hit Back,Empty Bottle 2012-01-17,https://archive.org/details/ajc02732_hit-back-2012-01-17
ajc02733_canyons-of-static-2012-01-27,Canyons of Static Live at Quenchers Saloon 2012-01-27,1/27/12,Canyons of Static,Quenchers Saloon 2012-01-27,https://archive.org/details/ajc02733_canyons-of-static-2012-01-27
ajc02734_cmn-ineed-yr-help-2012-01-27,Cmn Ineed Yr Help Live at Quenchers Salooon 2012-01-27,1/27/12,Cmn Ineed yr Help,Quenchers Salooon 2012-01-27,https://archive.org/details/ajc02734_cmn-ineed-yr-help-2012-01-27
ajc02735_whales-2012-01-27,Whales Live at Quenchers Saloon 2012-01-27,1/27/12,Whales,Quenchers Saloon 2012-01-27,https://archive.org/details/ajc02735_whales-2012-01-27
ajc02736_brokeback-2012-02-09,Brokeback Live at Hideout 2012-02-09,2/9/12,Brokeback,Hideout 2012-02-09,https://archive.org/details/ajc02736_brokeback-2012-02-09
ajc02737_miracle-condition-2012-02-09,Miracle Condition Live at Hideout 2012-02-09,2/9/12,Miracle Condition,Hideout 2012-02-09,https://archive.org/details/ajc02737_miracle-condition-2012-02-09
ajc02738_bonebell2012-02-14,Bone & Bell Live at Schubas Tavern 2012-02-14,2/14/12,Bone & Bell,Schubas Tavern 2012-02-14,https://archive.org/details/ajc02738_bonebell2012-02-14
ajc02739_cate-le-bon_2012-02-14,Cate Le Bon Live at Schubas Tavern 2012-02-14,2/14/12,Cate Le Bon,Schubas Tavern 2012-02-14,https://archive.org/details/ajc02739_cate-le-bon_2012-02-14
ajc02740_talkdemonic-2012-02-14,Talkdemonic Live at Schubas Tavern 2012-02-14,2/14/12,Talkdemonic,Schubas Tavern 2012-02-14,https://archive.org/details/ajc02740_talkdemonic-2012-02-14
ajc02741_cloudbirds-2012-02-24,Cloudbirds Live at Hideout 2012-02-24,2/24/12,Cloudbirds,Hideout 2012-02-24,https://archive.org/details/ajc02741_cloudbirds-2012-02-24
ajc02742_lawrence-peters-2012-02-24,The Lawrence Peters Outfit Live at Hideout 2012-02-24,2/24/12,The Lawrence Peters Outfit,Hideout 2012-02-24,https://archive.org/details/ajc02742_lawrence-peters-2012-02-24
ajc02743_storynight2012-02-24.ajcproject,Jon Langford and Martin Billheimer's Story Night Live at Hideout on 2012-02-24,2/24/12,Jon Langford,Hideout,https://archive.org/details/ajc02743_storynight2012-02-24.ajcproject
ajc02744_bonebell2012-03-03,Bone & Bell Live at Quenchers Saloon 2012-03-03,3/3/12,Bone & Bell,Quenchers Saloon 2012-03-03,https://archive.org/details/ajc02744_bonebell2012-03-03
ajc02745_minutes2012-03-03,Minutes Live at Quenchers Saloon 2012-03-03,3/3/12,Minutes,Quenchers Saloon 2012-03-03,https://archive.org/details/ajc02745_minutes2012-03-03
ajc02746_whales-2012-03-03,Whales Live at Quenchers Saloon 2012-03-03,3/3/12,Whales,Quenchers Saloon 2012-03-03,https://archive.org/details/ajc02746_whales-2012-03-03
ajc02747_maritime2012-03-09.ajcproject,Maritime Live at Empty Bottle on 2012-03-09,3/9/12,Maritime,Empty Bottle,https://archive.org/details/ajc02747_maritime2012-03-09.ajcproject
ajc02748_panoramictrue2012-03-09,Panoramic & True Live at Empty Bottle 2012-03-09,3/9/12,Panoramic & True,Empty Bottle 2012-03-09,https://archive.org/details/ajc02748_panoramictrue2012-03-09
ajc02749_roach-beach-2012-03-17,Roach Beach Live at The Burlington 2012-03-17,3/17/12,Roach Beach,The Burlington 2012-03-17,https://archive.org/details/ajc02749_roach-beach-2012-03-17
ajc02750_sunken-ships-2013-03-17,Sunken Ships Live at The Burlington 2012-03-17,3/17/12,Sunken Ships,The Burlington 2012-03-17,https://archive.org/details/ajc02750_sunken-ships-2013-03-17
ajc02751_textbook2012-03-17,Textbook Live at The Burlington 2012-03-17,3/17/12,Textbook,The Burlington 2012-03-17,https://archive.org/details/ajc02751_textbook2012-03-17
ajc02752_the-jet-age-2012-03-27,The Jet Age Live at Double Door 2012-03-27,3/27/12,The Jet Age,Double Door 2012-03-27,https://archive.org/details/ajc02752_the-jet-age-2012-03-27
ajc02753_wedding-present-2012-03-27,The Wedding Present Live at Double Door 2012-03-27,3/27/12,The Wedding Present,Double Door 2012-03-27,https://archive.org/details/ajc02753_wedding-present-2012-03-27
ajc02754_zarigani-2012-03-27,Zarigani$ Live at Double Door 2012-03-27,3/27/12,Zarigani$,Double Door 2012-03-27,https://archive.org/details/ajc02754_zarigani-2012-03-27
ajc02755_a-classic-education-2012-04-06,A Classic Education Live at Schubas Tavern 2012-04-06,4/6/12,A Classic Education,Schubas Tavern 2012-04-06,https://archive.org/details/ajc02755_a-classic-education-2012-04-06
ajc02756_cloud-nothings-2012-04-06,Cloud Nothings Live at Schubas Tavern 2012-04-16,4/6/12,Cloud Nothings,Schubas Tavern 2012-04-16,https://archive.org/details/ajc02756_cloud-nothings-2012-04-06
ajc02758_daniellutz2012-04-17,Daniel Lutz Live at Hideout 2012-04-17,4/17/12,Daniel Lutz,Hideout 2012-04-17,https://archive.org/details/ajc02758_daniellutz2012-04-17
ajc02759_susanvoelz2012-04-17,Susan Voelz Live at Hideout 2012-04-17,4/17/12,Susan Voelz,Hideout 2012-04-17,https://archive.org/details/ajc02759_susanvoelz2012-04-17
ajc02760_thymme-jones-2012-04-17,Thymme Jones Live at Hideout 2012-04-17,4/17/12,Thymme Jones,Hideout 2012-04-17,https://archive.org/details/ajc02760_thymme-jones-2012-04-17
ajc02761_blahblahblah2012-04-27,Blah Blah Blah Live at Metro 2012-04-27,4/27/12,Blah Blah Blah,Metro 2012-04-27,https://archive.org/details/ajc02761_blahblahblah2012-04-27
ajc02762_goldmotel2012-04-27,Gold Motel Live at Metro 2012-04-27,4/27/12,Gold Motel,Metro 2012-04-27,https://archive.org/details/ajc02762_goldmotel2012-04-27
ajc02763_JCBrooks2012-04-27.ajcproject,JC Brooks and The Uptown Sound Live at Metro on 2012-04-27,4/27/12,JC Brooks and The Uptown Sound,Metro,https://archive.org/details/ajc02763_JCBrooks2012-04-27.ajcproject
ajc02766_the_clean_2010-09-30,The Clean Live at Bottom Lounge 2010-09-30,9/30/10,The Clean,Bottom Lounge 2010-09-30,https://archive.org/details/ajc02766_the_clean_2010-09-30
ajc02770_jps_experience_1993-08-06,JPS Experience Live at Lounge Ax 1993-08-06,8/6/93,JPS Experience,Lounge Ax 1993-08-06,https://archive.org/details/ajc02770_jps_experience_1993-08-06
ajc02771_peter_jefferies_1994-09-10,Peter Jefferies Live at Lounge Ax 1994-09-10,9/10/94,Peter Jefferies,Lounge Ax 1994-09-10,https://archive.org/details/ajc02771_peter_jefferies_1994-09-10
ajc02772_alastair_galbraith_1993-08-13,Alastair Galbraith Live at Lounge Ax 1993-08-13,8/13/93,Alastair Galbraith,Lounge Ax 1993-08-13,https://archive.org/details/ajc02772_alastair_galbraith_1993-08-13
ajc02773_peter_jefferies_1993-08-13,Peter Jefferies Live at Lounge Ax 1993-08-13,8/13/93,Peter Jefferies,Lounge Ax 1993-08-13,https://archive.org/details/ajc02773_peter_jefferies_1993-08-13
ajc02774_sandra_bell_1993-08-13,Sandra Bell Live at Lounge Ax 1993-08-13,8/13/93,Sandra Bell,Lounge Ax 1993-08-13,https://archive.org/details/ajc02774_sandra_bell_1993-08-13
ajc02776_pj_ag_1993-08-13,Peter Jefferies and Alastair Galbraith Live at Lounge Ax 1993-08-13,8/13/93,Peter Jefferies and Alastair Galbraith,Lounge Ax 1993-08-13,https://archive.org/details/ajc02776_pj_ag_1993-08-13
ajc02777_peter_jefferies_1995-03-30,Peter Jefferies Live at Lounge Ax 1995-03-30,3/30/95,Peter Jefferies,Lounge Ax 1995-03-30,https://archive.org/details/ajc02777_peter_jefferies_1995-03-30
ajc02778_peter_jefferies_1995-10-21,Peter Jefferies Live at Lounge Ax 1995-10-21,10/21/95,Peter Jefferies,Lounge Ax 1995-10-21,https://archive.org/details/ajc02778_peter_jefferies_1995-10-21
ajc02781_madderrose1993-05-21,Madder Rose Live at Lounge Ax 1993-05-21,5/21/93,Madder Rose,Lounge Ax 1993-05-21,https://archive.org/details/ajc02781_madderrose1993-05-21
ajc02782_madderrose1994-05-27,Madder Rose Live at Lounge Ax 1994-05-27,5/27/94,Madder Rose,Lounge Ax 1994-05-27,https://archive.org/details/ajc02782_madderrose1994-05-27
ajc02783_madderrose1995-04-19,Madder Rose Live at Lounge Ax 1995-04-19,4/19/95,Madder Rose,Lounge Ax 1995-04-19,https://archive.org/details/ajc02783_madderrose1995-04-19
ajc02784_madderrose1993-06-16,Madder Rose Live at Riviera Theatre 1993-06-16,6/16/93,Madder Rose,Riviera Theatre 1993-06-16,https://archive.org/details/ajc02784_madderrose1993-06-16
ajc02785_versus2000-05-11,Versus Live at Empty Bottle 2000-05-11,5/11/00,Versus,Empty Bottle 2000-05-11,https://archive.org/details/ajc02785_versus2000-05-11
ajc02786_versus2000-10-26,Versus Live at Empty Bottle 2000-10-26,10/26/00,Versus,Empty Bottle 2000-10-26,https://archive.org/details/ajc02786_versus2000-10-26
ajc02787_versus1996-11-02,Versus Live at Reckless Records 1996-11-02,11/2/96,Versus,Reckless Records 1996-11-02,https://archive.org/details/ajc02787_versus1996-11-02
ajc02788_versus1996-11-02,Versus Live at Metro 1996-11-02,11/2/96,Versus,Metro 1996-11-02,https://archive.org/details/ajc02788_versus1996-11-02
ajc02789_versus1997-04-12,Versus Live at Metro 1997-04-12,4/12/97,Versus,Metro 1997-04-12,https://archive.org/details/ajc02789_versus1997-04-12
ajc02790_versus1998-05-28,Versus Live at Metro 1998-05-28,5/28/98,Versus,Metro 1998-05-28,https://archive.org/details/ajc02790_versus1998-05-28
ajc02791_whysalllane1999-12-21,Whysall Lane Live at Empty Bottle 1999-12-21,12/21/99,Whysall Lane,Empty Bottle 1999-12-21,https://archive.org/details/ajc02791_whysalllane1999-12-21
ajc02792_midnightoil1988-04-30,Midnight Oil Live at Cabaret Metro 1988-04-30,4/30/88,Midnight Oil,Cabaret Metro 1988-04-30,https://archive.org/details/ajc02792_midnightoil1988-04-30
ajc02793_houseoffreaks1988-04-30,House of Freaks Live at Cabaret Metro 1988-04-30,4/30/88,House of Freaks,Cabaret Metro 1988-04-30,https://archive.org/details/ajc02793_houseoffreaks1988-04-30
ajc02794_ono-2012-07-27,ONO Live at Mayne Stage 2012-07-27,7/27/12,ONO,Mayne Stage 2012-07-27,https://archive.org/details/ajc02794_ono-2012-07-27
ajc02795_friends-of-the-gamelan-2012-05-06,Friends of the Gamelan Live at Hyde Park Union Church 2012-05-06,5/6/12,Friends of the Gamelan,Hyde Park Union Church 2012-05-06,https://archive.org/details/ajc02795_friends-of-the-gamelan-2012-05-06
ajc02797_eef-barzelay-2012-05-24,Eef Barzelay Live at Hideout 2012-05-24,5/24/12,Eef Barzelay,Hideout 2012-05-24,https://archive.org/details/ajc02797_eef-barzelay-2012-05-24
ajc02798_heligoats-2012-05-24,The Heligoats Live at Hideout 2012-05-24,5/24/12,The Heligoats,Hideout 2012-05-24,https://archive.org/details/ajc02798_heligoats-2012-05-24
ajc02799_shannonstephens2012-05-24,Shannon Stephens Live at Hideout 2012-05-2,5/24/12,Shannon Stephens,Hideout 2012-05-2,https://archive.org/details/ajc02799_shannonstephens2012-05-24
ajc02800_adam-faucett-2012-05-25,Adam Faucett Live at Schubas Tavern 2012-05-25,5/25/12,Adam Faucett,Schubas Tavern 2012-05-25,https://archive.org/details/ajc02800_adam-faucett-2012-05-25
ajc02801_bonebell2012-05-25,Bone & Bell Live at Schubas Tavern 2012-05-25,5/25/12,Bone & Bell,Schubas Tavern 2012-05-25,https://archive.org/details/ajc02801_bonebell2012-05-25
